Dates,CLOSE_SPY,OPEN,HIGH,LOW,VOLUME,CLOSE_GLD,CLOSE_FXY,CLOSE_T10Y2Y,CLOSE_TED,CLOSE_USO,CLOSE_UUP,CLOSE_VIX,CLOSE_VWO
2013-05-30,165.83,165.35,166.59,165.0,107793695.0,136.7,97.15,2.1687,0.23,33.25,22.55,14.53,42.35
2013-05-31,163.445,165.37,166.31,163.0,176850000.0,133.92,97.46,2.1887,0.24,32.61,22.61,16.3,41.538999999999994
2013-06-03,164.35,163.83,164.46,163.0,168390703.0,136.51,98.41,2.1904,0.22,33.16,22.45,16.28,42.2
2013-06-04,163.56,164.44,165.1,163.0,157631391.0,135.23,97.87,2.1959999999999997,0.23,33.2,22.46,16.27,41.72
2013-06-05,161.27200000000002,163.09,163.42,161.0,211737703.0,135.52,98.75,2.1508,0.22,33.26,22.42,17.5,40.87
2013-06-07,164.8,163.85,164.95,163.0,188337703.0,133.28,100.5,2.1523,0.24,34.16,22.16,15.14,41.11
2013-06-10,164.8,165.31,165.4,164.0,105667102.0,133.94,99.15,2.1064,0.22,34.0,22.17,15.44,40.53
2013-06-11,163.09799999999998,163.3,164.54,163.0,159505406.0,133.25,102.11,2.0884,0.22,33.79,21.98,17.07,39.73
2013-06-12,161.75,164.22,164.39,162.0,177363500.0,134.25,101.97,2.0639,0.22,34.03,21.97,18.59,39.46
2013-06-13,164.21,161.66,164.5,161.0,163587812.0,133.74,102.86,2.0799,0.22,34.33,21.9,16.41,40.37
2013-06-14,163.175,164.03,164.67,163.0,141197500.0,134.43,103.75,2.0622,0.22,34.74,21.88,17.15,39.79
2013-06-17,164.44,164.29,165.22,163.0,136295594.0,133.77,103.61,2.0585,0.22,34.76,21.84,16.8,40.07
2013-06-18,165.735,164.53,165.99,165.0,114695508.0,132.13,102.71,2.0863,0.22,34.96,21.86,16.61,40.16
2013-06-19,163.45,165.6,165.89,163.0,206149500.0,130.59,101.4,2.0542,0.22,34.78,22.06,16.64,38.88
2013-06-20,159.4,161.86,163.467,159.0,321255906.0,123.6,100.51,1.979,0.22,33.63,22.19,20.49,37.19
2013-06-21,159.07,159.64,159.76,157.0,271956719.0,125.05,100.16,1.9435,0.22,33.23,22.34,18.9,37.85
2013-06-24,157.06,157.41,158.43,156.0,222334797.0,123.93,100.25,1.9204,0.22,33.64,22.36,20.11,36.5
2013-06-25,158.575,158.48,160.1,157.0,162262094.0,123.47,100.09,1.9661,0.22,33.74,22.4,18.47,37.2
2013-06-26,160.14,159.87,160.5,159.0,134847906.0,118.28,100.05,1.9542,0.22,33.8,22.52,17.21,37.99
2013-06-27,161.08,161.1,161.82,161.0,129483695.0,115.94,99.53,1.9835,0.21,34.33,22.51,16.86,38.57
2013-06-28,160.42,160.63,161.4,160.0,160402797.0,119.11,98.63,1.9899,0.23,34.18,22.56,16.86,38.795
2013-07-01,161.36,161.26,162.48,161.0,131954797.0,121.13,98.24,2.025,0.23,34.67,22.51,16.37,38.86
2013-07-02,161.21,161.12,162.3,161.0,154863594.0,120.05,97.25,2.0532,0.24,35.21,22.66,16.44,38.2
2013-07-03,161.28,160.48,161.77,160.0,75216336.0,120.74,97.8,2.0351,0.22,35.84,22.57,16.2,37.9
2013-07-05,163.02,162.47,163.08,161.0,122416797.0,118.09,96.7,2.0708,0.23,36.56,22.9,14.89,37.72
2013-07-08,163.945,163.86,164.39,163.0,108092398.0,119.51,96.83,2.0756,0.22,36.41,22.84,14.78,37.78
2013-07-09,165.13,164.98,165.33,164.0,119297906.0,120.62,96.85,2.0466,0.23,36.77,22.93,14.35,38.23
2013-07-10,165.192,164.97,165.75,165.0,121410398.0,120.95,97.66,2.0505,0.23,37.43,22.78,14.21,37.86
2013-07-11,167.44,167.11,167.61,165.0,135592188.0,124.24,98.96,2.0285,0.23,37.01,22.415,14.01,39.615
2013-07-12,167.51,167.39,167.933,167.0,104212703.0,124.13,98.49,2.0501,0.23,37.56,22.47,13.84,39.2
2013-07-15,168.155,167.97,168.39,168.0,69450555.0,124.18,98.12,2.0837,0.23,37.67,22.49,13.79,39.71
2013-07-16,167.525,168.26,168.36,167.0,88702086.0,124.89,98.83,2.1204,0.24,37.48,22.325,14.42,39.78
2013-07-17,167.95,168.16,168.48,168.0,92873883.0,123.32,98.21,2.125,0.24,37.8,22.38,13.78,40.11
2013-07-18,168.87,168.31,169.27,168.0,103620305.0,124.01,97.31,2.1439,0.24,38.34,22.42,13.77,39.72
2013-07-19,169.17,168.52,169.23,168.0,103831602.0,125.11,97.48,2.1991,0.23,38.45,22.36,12.54,39.55
2013-07-22,169.5,169.41,169.74,169.0,79428562.0,128.84,98.31,2.2011,0.22,37.92,22.26,12.29,39.97
2013-07-23,169.14,169.8,169.83,169.0,80829664.0,129.71,98.35,2.1831,0.25,38.09,22.19,12.66,40.41
2013-07-24,168.52,169.79,169.86,168.0,112914000.0,127.48,97.52,2.1517,0.23,37.4,22.27,13.18,39.92
2013-07-25,168.93,168.22,169.08,168.0,111156492.0,128.67,98.64,2.1542,0.24,37.58,22.12,12.97,40.19
2013-07-26,169.11,168.22,169.16,168.0,107814492.0,128.78,99.64,2.1358,0.24,37.21,22.1,12.72,40.06
2013-07-29,168.59,168.68,169.06,168.0,79845117.0,128.47,99.96,2.1419,0.24,37.13,22.1,13.39,39.56
2013-07-30,168.588,169.1,169.28,168.0,85216969.0,128.12,99.82,2.1521,0.23,36.67,22.15,13.39,39.29
2013-07-31,168.71,168.94,169.85,168.0,142388609.0,127.96,99.93,2.2046,0.23,37.36,22.095,13.45,39.06
2013-08-01,170.66,169.99,170.81,170.0,110438398.0,126.61,98.33,2.2354,0.23,38.27,22.28,12.94,39.78
2013-08-02,170.95,170.28,170.97299999999998,170.0,91116602.0,126.36,98.95,2.2015,0.23,37.94,22.16,11.98,39.8
2013-08-05,170.7,170.57,170.96,170.0,54072641.0,125.7,99.57,2.2296,0.22,37.83,22.13,11.84,39.5
2013-08-06,169.73,170.37,170.74,169.0,87494969.0,123.97,100.11,2.2637,0.23,37.46,22.07,12.72,39.01
2013-08-07,169.18,169.19,169.43,169.0,84854625.0,124.15,101.41,2.2546,0.22,37.01,21.98,12.98,38.56
2013-08-08,169.8,169.98,170.18,169.0,102181203.0,126.86,101.15,2.2603,0.21,36.84,21.91,12.73,39.42
2013-08-09,169.31,169.58,170.1,169.0,91856445.0,126.86,101.7,2.2639,0.21,37.59,21.93,13.41,39.58
2013-08-12,169.111,168.46,169.31,168.0,68593203.0,129.13,101.06,2.2561,0.2,37.76,21.99,12.81,39.9
2013-08-13,169.61,169.41,169.9,168.0,80806031.0,127.74,99.69,2.2497,0.2,37.9,22.1,12.31,40.06
2013-08-14,168.74,169.53,169.8,169.0,79829172.0,129.0,99.77,2.2211,0.21,38.09,22.09,13.04,40.179
2013-08-16,165.83,166.06,166.63,166.0,130868094.0,132.58,100.31,2.1708,0.21,38.4,21.98,14.37,39.28
2013-08-19,164.77,165.64,166.21,165.0,96437570.0,132.01,100.35,2.1462,0.2,38.17,21.97,15.1,38.51
2013-08-20,165.58,165.04,166.2,165.0,89294367.0,132.45,100.59,2.1701,0.22,37.52,21.87,14.91,38.46
2013-08-21,164.56,165.12,166.03,164.0,159530500.0,132.07,100.04,2.1407,0.22,37.17,21.98,15.94,37.61
2013-08-22,166.06,164.9,166.3,165.0,101471398.0,132.81,99.13,2.1252,0.23,37.54,22.03,14.76,38.22
2013-08-23,166.62,166.55,166.83,166.0,90893586.0,134.9,99.17,2.1429,0.23,37.95,21.99,13.98,38.67
2013-08-27,163.33,164.36,166.002,163.0,158621703.0,136.75,100.77,2.1667,0.21,38.87,21.92,16.77,37.22
2013-08-28,163.91,163.26,164.49,163.0,108113000.0,136.71,100.1,2.1648,0.23,39.08,22.01,16.49,37.19
2013-08-29,164.17,163.55,165.04,163.0,119200492.0,135.87,99.59,2.1194,0.24,38.58,22.16,16.81,37.41
2013-08-30,163.65,164.51,164.53,163.0,134928891.0,134.62,99.63,2.1056,0.23,38.48,22.19,17.01,37.72
2013-09-03,164.39,165.23,165.58,164.0,142375016.0,136.42,98.28,2.1119,0.24,38.76,22.26,16.61,37.94
2013-09-04,165.75,164.43,166.03,164.0,97389359.0,134.66,98.19,2.0842,0.24,38.34,22.185,15.88,38.53
2013-09-05,165.96,165.85,166.4,166.0,63090434.0,132.2,97.67,2.0763,0.24,38.69,22.33,15.77,39.05
2013-09-06,166.04,166.51,166.98,164.0,159756406.0,134.15,98.72,2.0764,0.24,39.36,22.2,15.85,39.58
2013-09-09,167.63400000000001,166.45,167.73,166.0,87559250.0,133.91,98.25,2.0719,0.24,38.94,22.09,15.63,40.745
2013-09-10,168.87,168.64,168.9,168.0,105847695.0,131.74,97.53,2.1152,0.24,38.335,22.09,14.53,41.06
2013-09-11,169.4,168.64,169.4,168.0,94545844.0,131.7,97.96,2.1239,0.23,38.48,22.01,13.82,41.115
2013-09-12,168.95,169.34,169.56,169.0,83209000.0,127.67,98.36,2.11,0.24,38.865,22.01,14.29,40.58
2013-09-13,169.33,169.13,169.46,169.0,72727758.0,127.82,98.54,2.1111,0.24,38.85,21.99,14.16,40.875
2013-09-16,170.31,171.16,171.24,170.0,126187508.0,126.45,98.67,2.1403,0.23,38.11,21.94,14.38,41.33
2013-09-17,171.07,170.46,171.11,170.0,82523211.0,126.5,98.68,2.1692,0.24,37.74,21.9,14.53,41.3
2013-09-23,169.93,170.49,170.65,169.0,104616398.0,127.55,99.01,2.2574,0.23,37.27,21.7,14.31,41.645
2013-09-24,169.53,169.9,170.53,169.0,106333000.0,127.66,99.0,2.1988,0.23,37.22,21.74,14.08,41.23
2013-09-25,169.04,169.64,169.98,169.0,117306492.0,128.79,99.36,2.187,0.23,36.88,21.67,14.01,40.985
2013-09-26,169.69,169.32,170.17,169.0,77146883.0,127.79,98.86,2.2044,0.25,37.08,21.72,14.06,41.1
2013-09-27,168.90900000000002,168.84,169.14,168.0,99141711.0,128.97,99.52,2.1822,0.23,36.96,21.64,15.46,40.515
2013-09-30,168.01,167.48,168.54,167.0,143937406.0,128.18,99.47,2.1943,0.23,36.85,21.63,16.6,40.135
2013-10-01,169.34,168.14,169.5,168.0,127160398.0,124.59,99.95,2.202,0.23,36.68,21.61,15.54,40.93
2013-10-02,169.18,168.35,169.342,168.0,113349695.0,127.06,100.41,2.2049,0.22,37.42,21.53,16.6,41.06
2013-10-04,168.89,167.75,169.06,168.0,96878383.0,126.53,100.35,2.2126,0.21,37.31,21.61,16.74,41.5
2013-10-07,167.43,167.42,168.45,167.0,96295117.0,127.64,100.96,2.2054,0.21,37.14,21.55,19.41,41.13
2013-10-08,165.48,167.4,167.62,165.0,178014891.0,127.4,100.89,2.1822,0.19,37.31,21.56,20.34,40.74
2013-10-10,169.17,167.29,169.26,167.0,195954703.0,124.27,99.53,2.2155,0.19,37.1,21.7,16.48,41.98
2013-10-11,170.26,168.91,170.32,169.0,105039695.0,122.6,99.18,2.2087,0.16,36.75,21.66,15.72,42.15
2013-10-15,169.7,170.51,171.15,169.0,155484500.0,123.73,99.43,2.2083,0.1,36.47,21.7,18.66,41.91
2013-10-16,172.07,170.72,172.16,171.0,161676094.0,123.54,98.92,2.1858,0.15,36.92,21.69,14.71,42.21
2013-10-17,173.22,171.37,173.32,171.0,129389203.0,127.42,99.87,2.1682,0.19,36.38,21.45,13.48,42.5
2013-10-18,174.388,173.86,174.51,174.0,138315703.0,126.85,99.9,2.1819,0.2,36.45,21.45,13.04,42.495
2013-10-21,174.4,174.45,174.75,174.0,104103508.0,126.98,99.56,2.1953,0.2,35.94,21.47,13.16,42.515
2013-10-22,175.41,174.91,175.93,174.0,126663203.0,129.34,99.61,2.1742,0.2,35.41,21.35,13.33,42.91
2013-10-23,174.57,174.81,174.89,174.0,105484398.0,128.69,100.37,2.1565,0.2,34.95,21.36,13.42,41.965
2013-10-24,175.15,174.92,175.37,175.0,70350461.0,129.9,100.48,2.1779,0.21,34.99,21.33,13.2,41.875
2013-10-25,175.95,175.51,176.0,175.0,93625086.0,130.46,100.35,2.1899,0.2,35.32,21.34,13.09,42.12
2013-10-28,176.23,175.89,176.47,176.0,84979023.0,130.56,100.01,2.193,0.2,35.55,21.375,13.31,42.24
2013-10-29,177.17,176.63,177.24,176.0,87401344.0,129.77,99.55,2.1768,0.2,35.41,21.44,13.41,42.36
2013-10-30,176.29,177.38,177.51,176.0,140001797.0,129.6,99.1,2.1883,0.2,34.85,21.48,13.65,42.145
2013-10-31,175.79,176.15,176.89,176.0,133795406.0,127.74,99.38,2.1653,0.2,34.69,21.625,13.75,41.865
2013-11-01,176.21,176.02,176.61,175.0,142805109.0,126.95,98.98,2.1433,0.2,34.129,21.75,13.28,41.845
2013-11-04,176.83,176.69,176.9,176.0,85676766.0,126.81,99.09,2.1403,0.19,34.04,21.69,12.93,42.119
2013-11-05,176.27,176.14,176.75,176.0,85824781.0,126.56,99.17,2.1457,0.19,33.67,21.74,13.27,41.28
2013-11-06,177.17,177.03,177.5,177.0,87347727.0,127.2,99.04,2.1967,0.19,34.189,21.67,12.67,41.43
2013-11-07,174.93,177.5,177.64,175.0,157000406.0,126.16,99.73,2.1698,0.19,33.97,21.77,13.91,40.71
2013-11-08,177.29,174.87,177.31,175.0,136712609.0,124.279,98.58,2.1753,0.18,34.01,21.895,12.9,40.57
2013-11-12,176.96,176.94,177.36,176.0,83989617.0,122.45,98.03,2.1884,0.16,33.64,21.85,12.82,40.1
2013-11-13,178.38,176.09,178.426,176.0,103844305.0,122.85,98.33,2.1836,0.16,33.9,21.8,12.52,40.26
2013-11-14,179.27,178.54,179.42,178.0,103435203.0,124.27,97.73,2.1897,0.16,33.93,21.8,12.37,40.925
2013-11-15,180.05,179.56,180.12,179.0,102818203.0,124.32,97.5,2.1925,0.16,33.88,21.76,12.19,41.61
2013-11-18,179.42,180.35,180.5,179.0,104796000.0,122.9,97.83,2.1945,0.15,33.62,21.73,13.1,42.02
2013-11-19,179.03,179.33,179.87,179.0,93891422.0,122.95,97.54,2.189,0.16,33.72,21.72,13.39,41.62
2013-11-20,178.47,179.39,179.93,178.0,124908602.0,120.12,97.76,2.1714,0.16,33.63,21.82,13.4,41.1
2013-11-21,179.91,178.97,180.05,179.0,92841273.0,119.94,96.69,2.1981,0.17,34.17,21.815,12.66,41.09
2013-11-22,180.81,179.98,180.83,180.0,81295891.0,119.92,96.42,2.1969,0.17,34.04,21.73,12.26,41.35
2013-11-25,180.63,181.13,181.17,180.0,79485711.0,120.46,96.27,2.1885,0.16,33.82,21.76,12.79,40.85
2013-11-26,180.68,180.72,181.22,180.0,86993562.0,119.82,96.47,2.1671,0.17,33.69,21.69,12.81,40.88
2013-11-27,181.12,180.87,181.24,181.0,58800059.0,119.46,95.64,2.1642,0.17,33.19,21.72,12.98,41.14
2013-11-29,181.0,181.32,181.75,181.0,55870898.0,120.7,95.34,2.1565,0.18,33.46,21.7,13.7,41.48
2013-12-02,180.53,181.09,181.43,180.0,99725773.0,117.58,94.92,2.1528,0.19,33.68,21.77,14.23,40.7
2013-12-03,179.75,179.94,180.39,179.0,116563297.0,117.96,95.39,2.1433,0.18,34.51,21.7,14.55,40.55
2013-12-04,179.73,179.1,180.48,178.0,123032602.0,119.96,95.52,2.1189,0.18,34.88,21.69,14.7,40.56
2013-12-05,178.94,179.41,179.74,179.0,106934094.0,118.3,96.06,2.1315,0.18,34.93,21.58,15.08,40.43
2013-12-06,180.94,180.67,181.11,180.0,127727508.0,118.55,94.99,2.1172,0.18,35.05,21.58,13.79,41.33
2013-12-09,181.4,181.47,181.67,181.0,70123609.0,119.72,94.57,2.1252,0.17,34.91,21.56,13.49,41.335
2013-12-10,180.75,180.98,181.36,181.0,80976211.0,121.82,95.08,2.1179,0.17,35.31,21.5,13.91,41.42
2013-12-11,178.72,180.81,180.85,179.0,130590797.0,120.86,95.39,2.1359,0.17,34.98,21.485,15.42,40.58
2013-12-12,178.13,178.64,178.86,178.0,115564797.0,118.29,94.58,2.1407,0.17,34.97,21.57,15.54,40.22
2013-12-13,178.11,178.5,178.66,178.0,107807602.0,119.38,94.64,2.1595,0.17,34.64,21.58,15.76,40.34
2013-12-16,179.21599999999998,178.95,179.81,179.0,96194789.0,119.69,94.85,2.1751,0.17,34.94,21.54,16.03,40.54
2013-12-17,178.65,179.36,179.41,178.0,89886227.0,118.65,95.19,2.1787,0.17,34.87,21.54,16.21,40.27
2013-12-18,181.7,178.92,181.73,177.0,234906500.0,117.61,93.89,2.1624,0.18,35.03,21.63,13.8,40.93
2013-12-19,181.49,181.19,181.7,181.0,136298891.0,114.82,93.72,2.1451,0.19,35.32,21.68,14.15,40.25
2013-12-20,181.56,180.67,181.99,181.0,197086891.0,115.94,93.87,2.1556,0.18,35.48,21.66,13.79,39.95
2013-12-23,182.53,182.41,182.64,182.0,85597539.0,115.57,93.87,2.1682,0.18,35.36,21.62,13.04,40.24
2013-12-24,182.93,182.54,183.01,183.0,45368840.0,116.1,93.8,2.1822,0.18,35.49,21.64,12.48,40.45
2013-12-27,183.845,184.1,184.18,184.0,61813840.0,117.12,92.88,2.202,0.18,35.84,21.59,12.46,40.67
2013-12-30,183.82,183.87,184.02,184.0,56857461.0,115.39,92.98,2.2148,0.18,35.53,21.49,13.56,40.82
2014-01-02,182.92,183.98,184.07,182.0,119636797.0,118.0,93.25,2.2507,0.17,34.23,21.65,14.23,39.7
2014-01-03,182.885,183.21,183.6,183.0,81390492.0,119.29,93.22,2.2522,0.17,33.75,21.74,13.76,39.65
2014-01-06,182.36,183.47,183.56,182.0,108028094.0,119.5,93.78,2.2452,0.19,33.57,21.68,13.55,39.27
2014-01-07,183.48,183.09,183.79,183.0,86144172.0,118.82,93.42,2.2424,0.2,33.58,21.735,12.92,39.43
2014-01-08,183.52,183.45,183.83,183.0,96582234.0,118.12,93.25,2.2757,0.19,33.16,21.78,12.87,39.36
2014-01-09,183.64,184.1,184.13,183.0,90683297.0,118.46,93.21,2.303,0.2,33.08,21.76,12.89,39.11
2014-01-10,184.14,183.95,184.22,183.0,102026305.0,120.26,93.89,2.2693,0.19,33.19,21.67,12.14,39.87
2014-01-13,181.685,183.71,184.18,181.0,149891906.0,121.02,94.91,2.2561,0.21,32.81,21.62,13.28,39.37
2014-01-14,183.67,182.28,183.77,182.0,105016094.0,119.89,93.74,2.2481,0.2,33.04,21.66,12.28,39.81
2014-01-15,184.66,184.1,184.94,184.0,98525719.0,119.66,93.37,2.267,0.2,33.77,21.76,12.28,39.8
2014-01-16,184.42,184.28,184.662,184.0,72290523.0,119.79,93.65,2.2406,0.2,33.65,21.74,12.53,39.58
2014-01-17,183.635,184.1,184.45,183.0,107848602.0,120.93,93.69,2.2444,0.19,33.69,21.82,12.44,39.44
2014-01-21,184.18,184.7,184.77,183.0,88621133.0,119.7,93.57,2.2402,0.2,33.99,21.78,12.87,39.32
2014-01-22,184.3,184.49,184.57,184.0,61270820.0,119.19,93.47,2.2452,0.2,34.56,21.81,12.84,39.82
2014-01-23,182.79,183.36,183.4,182.0,132496891.0,121.79,94.68,2.2156,0.2,34.72,21.59,13.77,38.91
2014-01-24,178.89,181.6,181.66,179.0,208677109.0,122.29,95.52,2.129,0.2,34.58,21.62,18.14,37.96
2014-01-27,178.01,179.06,179.52,177.0,180843016.0,120.96,95.16,2.1376,0.19,34.23,21.62,17.42,37.71
2014-01-28,179.07,178.14,179.3,178.0,110463203.0,120.95,94.98,2.1398,0.19,34.69,21.63,15.8,37.96
2014-01-29,177.35,177.56,178.55,177.0,216597297.0,122.47,95.56,2.1338,0.2,34.73,21.63,17.35,37.29
2014-02-03,174.17,177.95,178.37,174.0,254836984.0,121.32,96.7,2.1277,0.19,34.52,21.76,21.44,36.67
2014-02-04,175.385,174.95,175.84,174.0,165012406.0,120.99,96.04,2.1203,0.18,34.74,21.78,19.11,37.52
2014-02-05,175.17,174.79,175.56,174.0,164230500.0,121.29,96.3,2.1239,0.17,34.71,21.75,19.95,37.39
2014-02-06,177.48,175.58,177.48,175.0,132877500.0,121.24,95.6,2.145,0.17,34.9,21.72,17.23,38.13
2014-02-07,179.68,178.31,179.87,178.0,170787203.0,122.17,95.47,2.1643,0.15,35.64,21.65,15.29,38.28
2014-02-10,180.01,179.7,180.07,179.0,92218727.0,122.92,95.54,2.1786,0.16,35.63,21.63,15.26,37.85
2014-02-11,181.98,180.16,182.43900000000002,180.0,117814000.0,124.36,95.12,2.1689,0.19,35.64,21.63,14.51,38.65
2014-02-12,182.07,182.22,182.83,182.0,94717641.0,124.43,95.27,2.1809,0.19,35.8,21.65,14.3,38.59
2014-02-13,183.01,180.84,183.2,181.0,100542203.0,125.49,95.5,2.1918,0.21,35.87,21.53,14.14,38.63
2014-02-14,184.02,182.84,184.36,183.0,96498312.0,127.15,95.91,2.1711,0.22,35.91,21.49,13.57,39.1
2014-02-18,184.24,184.19,184.49,184.0,80460883.0,127.4,95.38,2.1603,0.18,36.66,21.45,13.87,38.77
2014-02-19,183.02,183.76,184.95,183.0,126524305.0,126.27,95.5,2.1505,0.17,36.9,21.51,15.5,38.6
2014-02-20,184.1,183.27,184.52,183.0,104998094.0,127.6,95.45,2.1353,0.19,36.88,21.54,14.79,38.8
2014-02-21,183.89,184.49,184.89,184.0,118116398.0,127.58,95.17,2.1441,0.18,36.69,21.52,14.68,39.07
2014-02-24,184.91,184.28,186.15,184.0,114063906.0,128.99,95.27,2.1635,0.18,36.79,21.51,14.23,39.03
2014-02-25,184.84,185.03,185.59,184.0,117084898.0,129.21,95.55,2.1676,0.18,36.59,21.48,13.67,38.54
2014-02-26,184.85,185.11,185.6,184.0,98677133.0,128.11,95.34,2.1719999999999997,0.18,36.75,21.56,14.35,38.44
2014-02-27,185.82,184.59,185.87,184.0,93880781.0,128.2,95.59,2.169,0.2,36.69,21.52,14.04,39.2
2014-02-28,186.29,185.79,187.15,185.0,150842000.0,127.62,95.92,2.182,0.19,36.74,21.38,14.0,38.89
2014-03-03,184.98,184.69,185.45,184.0,167748500.0,130.29,96.3,2.1798,0.19,37.52,21.46,16.0,38.21
2014-03-04,187.58,186.75,187.98,187.0,167545906.0,128.68,95.45,2.1916,0.19,37.06,21.48,14.1,38.84
2014-03-05,187.75,187.72,188.07,187.0,88376867.0,128.89,95.44,2.1966,0.17,36.24,21.47,13.89,38.96
2014-03-06,188.18,188.21,188.61,188.0,82516492.0,130.17,94.74,2.2144,0.19,36.57,21.35,14.21,39.5
2014-03-07,188.26,188.87,188.96,187.0,114513398.0,129.09,94.47,2.2312,0.18,36.78,21.37,14.11,38.95
2014-03-10,188.16,187.94,188.23,187.0,74939188.0,129.13,94.56,2.2227,0.18,36.3,21.38,14.2,38.72
2014-03-11,187.23,188.44,188.71,187.0,99009008.0,129.86,94.77,2.2133,0.18,35.81,21.38,14.8,38.27
2014-03-12,187.28,186.32,187.35,186.0,104824305.0,131.76,95.04,2.1879,0.18,35.35,21.32,14.47,38.42
2014-03-13,185.18,187.84,187.99,185.0,155014203.0,132.21,96.07,2.1718,0.18,35.34,21.33,16.22,37.76
2014-03-14,184.66,184.8,185.8,184.0,153919594.0,133.1,96.36,2.1821,0.18,35.53,21.28,17.82,38.01
2014-03-17,186.33,185.59,186.77,186.0,98359445.0,131.64,95.94,2.1952,0.17,35.15,21.26,15.64,38.42
2014-03-18,187.66,186.71,187.91,187.0,101804492.0,130.62,96.26,2.1936,0.18,35.58,21.27,14.52,39.01
2014-03-19,186.66,187.7,187.94,185.0,176267297.0,128.09,95.22,2.1661,0.17,35.71,21.43,15.12,38.24
2014-03-20,187.747,186.25,187.89,186.0,117241000.0,127.86,95.27,2.1451,0.17,35.58,21.5,14.52,38.42
2014-03-21,186.2,187.72,189.024,186.0,163127906.0,128.47,95.56,2.1517,0.17,35.84,21.47,15.0,38.65
2014-03-24,185.43,186.82,187.07,185.0,121411102.0,126.18,95.51,2.1581,0.18,35.82,21.41,15.09,38.99
2014-03-25,186.31,186.37,186.94,185.0,103851695.0,126.41,95.43,2.1547,0.18,35.77,21.42,14.02,39.49
2014-03-26,184.97,187.03,187.34,185.0,119842898.0,125.41,95.69,2.1492,0.18,36.09,21.42,14.93,39.5
2014-03-27,184.58,184.77,185.34,184.0,142382797.0,124.59,95.52,2.1389,0.19,36.5,21.48,14.62,39.96
2014-03-28,185.49,185.105,186.42,185.0,101641508.0,124.56,94.9,2.1374,0.19,36.62,21.48,14.41,40.28
2014-03-31,187.01,186.65,187.3,186.0,99744914.0,123.61,94.53,2.14,0.18,36.59,21.46,13.88,40.58
2014-04-01,188.25,187.62,188.36,187.0,89193125.0,123.39,94.1,2.14,0.19,35.83,21.46,13.1,40.97
2014-04-02,188.88,188.5,189.13,188.0,78773820.0,124.32,93.97,2.1478,0.21,35.8,21.5,13.09,41.12
2014-04-03,188.63,189.17,189.22,188.0,77435320.0,123.92,93.9,2.1504,0.21,36.14,21.56,13.37,40.88
2014-04-04,186.4,189.64,189.7,186.0,169380703.0,125.57,94.52,2.1435,0.2,36.43,21.54,13.96,40.81
2014-04-07,184.34,185.9,186.26,184.0,140802703.0,124.91,94.67,2.1322,0.2,36.28,21.49,15.57,41.03
2014-04-08,185.1,184.21,185.4,184.0,112659797.0,126.09,95.95,2.1222,0.2,36.9,21.35,14.89,41.41
2014-04-09,187.09,185.6,187.15,185.0,100253602.0,126.32,95.72,2.1423,0.19,37.22,21.27,13.82,41.74
2014-04-10,183.155,187.09,187.17,183.0,172959297.0,127.01,96.2,2.1403,0.19,37.2,21.26,15.89,41.34
2014-04-11,181.51,182.17,183.42,181.0,167250797.0,126.93,96.0,2.141,0.19,37.18,21.27,17.03,41.32
2014-04-14,182.94,182.93,183.37,181.0,132381594.0,127.85,95.86,2.1343,0.19,37.38,21.33,16.11,41.26
2014-04-15,184.2,183.32,184.33,182.0,157092500.0,125.49,95.79,2.1434,0.19,37.39,21.35,15.61,40.65
2014-04-16,186.125,185.47,186.14,185.0,105196602.0,125.54,95.35,2.1672,0.19,37.48,21.37,14.18,41.07
2014-04-17,186.39,185.88,186.91,186.0,105254602.0,124.75,95.28,2.2139,0.2,37.66,21.37,13.36,41.56
2014-04-22,187.89,187.23,188.4,187.0,85790312.0,123.78,95.06,2.2133,0.2,37.0,21.37,13.19,41.15
2014-04-23,187.45,187.81,187.92,187.0,73869375.0,123.76,95.22,2.217,0.21,36.91,21.37,13.27,40.93
2014-04-24,187.83,188.37,188.39,187.0,88169922.0,124.56,95.35,2.2189,0.22,37.05,21.34,13.32,40.93
2014-04-25,186.29,187.21,187.33,186.0,100380203.0,125.43,95.52,2.2,0.2,36.6,21.34,14.06,40.46
2014-04-28,186.875,187.05,187.69,185.0,135121109.0,124.88,95.14,2.1874,0.19,36.71,21.32,13.97,40.58
2014-04-29,187.75,187.48,188.04,187.0,84097555.0,124.86,95.1,2.1767,0.21,36.72,21.34,13.71,40.97
2014-04-30,188.31,187.44,188.5,187.0,101507695.0,124.22,95.44,2.189,0.19,36.32,21.28,13.41,40.94
2014-05-02,188.06,188.31,189.14,188.0,98121664.0,125.06,95.44,2.1912,0.2,36.29,21.27,12.91,41.24
2014-05-07,187.88,187.43,187.97,186.0,106500492.0,124.17,95.72,2.1647,0.19,36.6,21.17,13.4,41.48
2014-05-08,187.675,187.67,189.05,187.0,93617516.0,124.17,96.06,2.1789,0.19,36.49,21.22,13.43,41.37
2014-05-09,187.96,187.69,188.04,187.0,83678570.0,124.1,95.8,2.1769,0.19,36.4,21.35,12.92,41.34
2014-05-12,189.785,188.76,189.88,188.0,86940047.0,124.94,95.49,2.1669,0.2,36.59,21.37,12.23,42.01
2014-05-13,189.96,190.03,190.42,190.0,66453969.0,124.6,95.35,2.1519999999999997,0.19,37.04,21.42,12.13,42.19
